Abbreviation,TeamName,GridPosition,Position,Status,Points,Laps,quali_position,quali_time_s,gap_to_pole_s,gap_to_pole_pct,q3_appearance,quali_sector1_gap,quali_sector2_gap,quali_sector3_gap,best_compound_used,fp2_avg_long_run_pace,fp2_tyre_deg_rate,air_temp,track_temp,humidity,wind_speed,is_wet_race,is_sprint_weekend,quali_position_delta,podium_finish,season,race_round,reg_era,driver_elo_pre,driver_elo_post,teammate_elo_pre,elo_vs_teammate_diff,EventName,circuit_type,dnf_type,is_driver_dnf,is_mech_dnf,is_dnf,driver_avg_finish_roll5,driver_avg_points_roll5,driver_error_dnf_rate_roll5,driver_avg_quali_roll5,driver_avg_quali_gap_roll5,team_avg_points_roll5,team_mech_dnf_rate_roll5,team_avg_quali_roll5
RIC,McLaren,9.0,11.0,Finished,0.0,70.0,9.0,83.749,2.4499999999999886,3.0135672025486024,1,0.4600000000000008,0.8829999999999991,1.1779999999999973,INTERMEDIATE,92.893,-0.4070666666666748,20.762962962962963,41.26111111111111,28.925925925925927,3.552469135802469,0,0,0.0,0,2022,9,2022_2025,1479.8499963348825,1501.0565015752684,1597.1728039993263,-117.32280766444387,Canadian Grand Prix,Street,none,0,0,0,12.8,0.8,0.0,11.0,4.33829300669213,6.8,0.0,9.3
VET,Aston Martin,16.0,12.0,Finished,0.0,70.0,17.0,94.512,13.212999999999994,16.252352427459122,0,4.32,4.484999999999999,4.478999999999999,WET,80.78371428571428,-0.9751785714285696,20.762962962962963,41.26111111111111,28.925925925925927,3.552469135802469,0,0,1.0,0,2022,9,2022_2025,1503.3639350712879,1492.6836603027195,1408.1013730771626,95.26256199412524,Canadian Grand Prix,Street,none,0,0,0,10.4,2.6,0.2,11.2,4.6574344219569275,3.0,0.1,13.6
ALB,Williams,12.0,13.0,Finished,0.0,70.0,12.0,86.858,5.5589999999999975,6.837722481211328,0,2.3000000000000007,2.064,1.2659999999999982,INTERMEDIATE,83.89833333333334,1.9405944055944064,20.762962962962963,41.26111111111111,28.925925925925927,3.552469135802469,0,0,0.0,0,2022,9,2022_2025,1518.0401702675883,1529.3168800391118,1412.3296478035052,105.71052246408317,Canadian Grand Prix,Street,none,0,0,0,13.6,0.4,0.0,18.0,3.2260254448951238,0.4,0.1,18.4
GAS,AlphaTauri,15.0,14.0,Finished,0.0,70.0,16.0,94.492,13.192999999999998,16.227751878866894,0,4.259,4.791,4.213999999999999,WET,83.34613333333333,1.527864285714285,20.762962962962963,41.26111111111111,28.925925925925927,3.552469135802469,0,0,1.0,0,2022,9,2022_2025,1560.3678916263023,1571.2722693416674,1445.7313099105515,114.63658171575071,Canadian Grand Prix,Street,none,0,0,0,11.8,2.0,0.0,12.2,2.111762134209588,3.4,0.1,11.8
NOR,McLaren,14.0,15.0,Finished,0.0,70.0,14.0,94.066,12.766999999999996,15.703760193852318,0,4.491,4.234999999999999,4.112000000000002,WET,79.541125,0.4080357142857106,20.762962962962963,41.26111111111111,28.925925925925927,3.552469135802469,0,0,0.0,0,2022,9,2022_2025,1597.1728039993263,1575.9662987589404,1479.8499963348825,117.32280766444387,Canadian Grand Prix,Street,none,0,0,0,9.0,6.0,0.2,7.6,3.7544905538665625,6.8,0.0,9.3
LAT,Williams,18.0,16.0,Finished,0.0,70.0,19.0,95.66,14.36099999999999,17.664423916653327,0,4.942999999999998,5.052,4.436999999999998,WET,85.06766666666668,1.908559440559443,20.762962962962963,41.26111111111111,28.925925925925927,3.552469135802469,0,0,1.0,0,2022,9,2022_2025,1412.3296478035052,1401.0529380319817,1518.0401702675883,-105.71052246408317,Canadian Grand Prix,Street,none,0,0,0,15.2,0.0,0.0,18.8,3.7672454435641667,0.4,0.1,18.4
MAG,Haas F1 Team,5.0,17.0,Finished,0.0,70.0,5.0,82.96,1.6609999999999872,2.043075560584985,1,0.6630000000000003,0.6340000000000003,0.4350000000000023,INTERMEDIATE,84.36354545454546,-0.8492999999999991,20.762962962962963,41.26111111111111,28.925925925925927,3.552469135802469,0,0,0.0,0,2022,9,2022_2025,1538.3272676231911,1556.156644676056,1578.2261584284602,-39.89889080526905,Canadian Grand Prix,Street,none,0,0,0,15.8,0.4,0.0,11.4,4.384420960174981,0.4,0.3,12.9
TSU,AlphaTauri,20.0,18.0,Accident,0.0,47.0,20.0,96.575,15.275999999999996,18.789899014748023,0,4.905999999999999,5.471,4.969999999999999,WET,80.63340000000001,0.0380848484848499,20.762962962962963,41.26111111111111,28.925925925925927,3.552469135802469,0,0,0.0,0,2022,9,2022_2025,1445.7313099105515,1434.8269321951864,1560.3678916263023,-114.63658171575071,Canadian Grand Prix,Street,driver_error,1,0,1,11.8,1.4,0.0,11.4,1.8443796302607698,3.4,0.1,11.8
MSC,Haas F1 Team,6.0,19.0,Engine,0.0,18.0,6.0,83.356,2.056999999999988,2.530166422711212,1,0.9989999999999988,0.5489999999999995,0.5799999999999983,INTERMEDIATE,84.00591666666666,1.982548951048951,20.762962962962963,41.26111111111111,28.925925925925927,3.552469135802469,0,0,0.0,0,2022,9,2022_2025,1578.2261584284602,1560.3967813755953,1538.3272676231911,39.89889080526905,Canadian Grand Prix,Street,mechanical,0,1,1,15.8,0.0,0.2,14.4,2.6141451155717457,0.4,0.3,12.9
PER,Red Bull Racing,13.0,20.0,Gearbox,0.0,7.0,13.0,93.127,11.827999999999989,14.54876443744694,0,3.899999999999999,3.619,4.380000000000003,INTERMEDIATE,83.09525000000001,2.1036118881118884,20.762962962962963,41.26111111111111,28.925925925925927,3.552469135802469,0,0,0.0,0,2022,9,2022_2025,1536.2559043678284,1528.4135247673498,1731.6984214696995,-195.4425171018711,Canadian Grand Prix,Street,mechanical,0,1,1,2.2,18.6,0.0,4.2,3.0898320928956076,42.0,0.0,3.4
SAI,Ferrari,1.0,1.0,Finished,25.0,52.0,1.0,100.983,0.0,0.0,1,0.1650000000000027,0.2839999999999989,0.6119999999999983,INTERMEDIATE,108.09811111111112,-0.0653000000000059,18.25320197044335,30.026108374384236,59.748768472906406,1.4561576354679802,1,0,0.0,1,2022,10,2022_2025,1510.1922903899842,1530.608363961272,1608.6388629798687,-98.44657258988445,British Grand Prix,Balanced,none,0,0,0,6.2,12.8,0.0,2.8,0.49733817984331824,20.8,0.3,3.3
PER,Red Bull Racing,4.0,2.0,Finished,18.0,52.0,4.0,101.616,0.6329999999999956,0.626838180683873,1,0.8099999999999987,0.2880000000000038,0.2940000000000005,INTERMEDIATE,,,18.25320197044335,30.026108374384236,59.748768472906406,1.4561576354679802,1,0,0.0,1,2022,10,2022_2025,1528.4135247673498,1543.493318289384,1739.540801070178,-211.12727630282825,British Grand Prix,Balanced,none,0,0,0,5.8,15.0,0.0,5.4,3.260504084069003,38.2,0.1,4.0
HAM,Mercedes,5.0,3.0,Finished,16.0,52.0,5.0,101.995,1.0120000000000005,1.002148876543577,1,0.1630000000000002,0.4870000000000019,0.6489999999999974,INTERMEDIATE,100.81000000000002,0.7730357142857167,18.25320197044335,30.026108374384236,59.748768472906406,1.4561576354679802,1,0,0.0,1,2022,10,2022_2025,1587.1767498021225,1606.9816268469842,1671.4111366576653,-84.23438685554288,British Grand Prix,Balanced,none,0,0,0,5.2,9.8,0.0,6.2,1.4124522063817966,22.2,0.0,6.6
LEC,Ferrari,3.0,4.0,Finished,12.0,52.0,3.0,101.298,0.3149999999999977,0.3119336918095102,1,0.0920000000000023,0.1200000000000045,0.504999999999999,INTERMEDIATE,97.9,2.79016666666666,18.25320197044335,30.026108374384236,59.748768472906406,1.4561576354679802,1,0,0.0,0,2022,10,2022_2025,1608.6388629798687,1588.2227894085809,1510.1922903899842,98.44657258988445,British Grand Prix,Balanced,none,0,0,0,10.0,8.0,0.0,3.8,2.8804782346646305,20.8,0.3,3.3
ALO,Alpine,7.0,5.0,Finished,10.0,52.0,7.0,102.116,1.1329999999999956,1.1219710248259562,1,0.429000000000002,1.024000000000001,1.0159999999999982,INTERMEDIATE,103.19728571428573,2.595035714285716,18.25320197044335,30.026108374384236,59.748768472906406,1.4561576354679802,1,0,0.0,0,2022,10,2022_2025,1472.9721424914198,1489.5821545872602,1486.2248105795613,-13.25266808814149,British Grand Prix,Balanced,none,0,0,0,8.6,3.2,0.0,9.4,1.650239073104243,7.0,0.0,10.9
NOR,McLaren,6.0,6.0,Finished,8.0,52.0,6.0,102.084,1.100999999999999,1.0902825228008666,1,0.4990000000000023,0.929000000000002,0.9579999999999984,INTERMEDIATE,97.26958333333334,1.115388111888113,18.25320197044335,30.026108374384236,59.748768472906406,1.4561576354679802,1,0,0.0,0,2022,10,2022_2025,1575.9662987589404,1588.5690548975015,1501.0565015752684,74.90979718367203,British Grand Prix,Balanced,none,0,0,0,11.4,3.0,0.2,9.8,4.327575799372053,3.8,0.0,10.7
VER,Red Bull Racing,2.0,7.0,Finished,6.0,52.0,2.0,101.055,0.0720000000000027,0.0712991295564627,1,0.0,0.0,0.0,INTERMEDIATE,112.10116666666666,-0.6536285714285742,18.25320197044335,30.026108374384236,59.748768472906406,1.4561576354679802,1,0,0.0,0,2022,10,2022_2025,1739.540801070178,1724.461007548144,1528.4135247673498,211.12727630282825,British Grand Prix,Balanced,none,0,0,0,1.4,23.2,0.0,2.6,0.27568195008934354,38.2,0.1,4.0
MSC,Haas F1 Team,19.0,8.0,Finished,4.0,52.0,19.0,102.708,1.7249999999999943,1.708208312290182,0,0.8940000000000019,1.5970000000000013,1.0879999999999974,INTERMEDIATE,97.38863636363637,1.0140272727272757,18.25320197044335,30.026108374384236,59.748768472906406,1.4561576354679802,1,0,0.0,0,2022,10,2022_2025,1560.3967813755953,1566.6015255581622,1556.156644676056,4.240136699539335,British Grand Prix,Balanced,none,0,0,0,16.2,0.0,0.2,13.2,2.632521734713304,0.0,0.4,12.4
VET,Aston Martin,18.0,9.0,Finished,2.0,52.0,18.0,102.666,1.6829999999999927,1.6666171533822451,0,0.7130000000000045,1.578000000000003,1.2459999999999989,INTERMEDIATE,98.235,0.7119761904761849,18.25320197044335,30.026108374384236,59.748768472906406,1.4561576354679802,1,0,0.0,0,2022,10,2022_2025,1492.6836603027195,1505.330761515824,1418.781647845731,73.90201245698859,British Grand Prix,Balanced,none,0,0,0,11.2,1.8,0.2,12.8,4.85131546574727,2.2,0.1,14.7
MAG,Haas F1 Team,17.0,10.0,Finished,1.0,52.0,17.0,102.159,1.176000000000002,1.164552449422182,0,0.9360000000000036,1.1410000000000051,0.9529999999999994,INTERMEDIATE,98.57144444444444,1.877399999999996,18.25320197044335,30.026108374384236,59.748768472906406,1.4561576354679802,1,0,0.0,0,2022,10,2022_2025,1556.156644676056,1549.9519004934891,1560.3967813755953,-4.240136699539335,British Grand Prix,Balanced,none,0,0,0,17.4,0.0,0.0,11.6,2.217013790990546,0.0,0.4,12.4
STR,Aston Martin,20.0,11.0,Finished,0.0,52.0,20.0,103.43,2.4470000000000027,2.4231801392313583,0,1.4009999999999998,1.9639999999999984,0.936,INTERMEDIATE,107.687375,0.4870833333333283,18.25320197044335,30.026108374384236,59.748768472906406,1.4561576354679802,1,0,0.0,0,2022,10,2022_2025,1418.781647845731,1406.1345466326266,1492.6836603027195,-73.90201245698859,British Grand Prix,Balanced,none,0,0,0,13.0,0.4,0.0,16.6,6.039102216483724,2.2,0.1,14.7
LAT,Williams,10.0,12.0,Finished,0.0,52.0,10.0,123.095,22.111999999999995,21.896754899339488,1,0.8499999999999979,1.1529999999999987,0.8659999999999997,INTERMEDIATE,95.918125,-0.3038452380952438,18.25320197044335,30.026108374384236,59.748768472906406,1.4561576354679802,1,0,0.0,0,2022,10,2022_2025,1401.0529380319817,1422.7052323642347,1529.3168800391118,-128.26394200713003,British Grand Prix,Balanced,none,0,0,0,15.2,0.0,0.0,19.0,6.545351140934582,0.4,0.1,17.7
RIC,McLaren,14.0,13.0,Finished,0.0,52.0,14.0,104.355,3.372,3.33917590089421,0,0.6320000000000014,1.1950000000000005,0.9770000000000004,INTERMEDIATE,97.70133333333334,1.7154166666666637,18.25320197044335,30.026108374384236,59.748768472906406,1.4561576354679802,1,0,0.0,0,2022,10,2022_2025,1501.0565015752684,1488.4537454367073,1575.9662987589404,-74.90979718367203,British Grand Prix,Balanced,none,0,0,0,11.4,0.8,0.0,11.6,2.2186365269587784,3.8,0.0,10.7
TSU,AlphaTauri,13.0,14.0,Finished,0.0,52.0,13.0,104.311,3.328000000000003,3.295604210609709,0,0.754999999999999,1.2510000000000048,0.7579999999999991,INTERMEDIATE,107.21655555555556,-0.1481000000000058,18.25320197044335,30.026108374384236,59.748768472906406,1.4561576354679802,1,0,0.0,0,2022,10,2022_2025,1434.8269321951864,1447.206193310824,1571.2722693416674,-136.44533714648105,British Grand Prix,Balanced,none,0,0,0,14.0,0.2,0.2,12.2,5.226615668176824,2.2,0.1,12.1
OCO,Alpine,15.0,15.0,Fuel pump,0.0,37.0,15.0,105.19,4.206999999999994,4.166047750611482,0,0.5720000000000027,1.1060000000000016,0.9229999999999984,INTERMEDIATE,106.3682,-0.3974000000000102,18.25320197044335,30.026108374384236,59.748768472906406,1.4561576354679802,1,0,0.0,0,2022,10,2022_2025,1486.2248105795613,1469.614798483721,1472.9721424914198,13.25266808814149,British Grand Prix,Balanced,mechanical,0,1,1,8.6,3.8,0.0,12.4,2.419424703907398,7.0,0.0,10.9
GAS,AlphaTauri,11.0,16.0,Collision damage,0.0,26.0,11.0,103.702,2.718999999999994,2.692532406444643,0,0.5850000000000009,1.0230000000000032,0.9429999999999978,INTERMEDIATE,101.2627,-0.0688303030303023,18.25320197044335,30.026108374384236,59.748768472906406,1.4561576354679802,1,0,0.0,0,2022,10,2022_2025,1571.2722693416674,1558.89300822603,1434.8269321951864,136.44533714648105,British Grand Prix,Balanced,driver_error,1,0,1,12.2,2.0,0.0,12.0,4.916244020300727,2.2,0.1,12.1
BOT,Alfa Romeo,12.0,17.0,Gearbox,0.0,20.0,12.0,104.232,3.2489999999999952,3.2173732212352526,0,0.360000000000003,1.2109999999999983,0.695999999999998,INTERMEDIATE,98.32555555555555,2.0197333333333267,18.25320197044335,30.026108374384236,59.748768472906406,1.4561576354679802,1,0,0.0,0,2022,10,2022_2025,1496.745224374224,1498.723572635398,1398.1675214763445,98.57770289787959,British Grand Prix,Balanced,mechanical,0,1,1,8.0,4.4,0.0,10.0,2.759447239050902,5.2,0.3,12.6
RUS,Mercedes,8.0,18.0,Collision,0.0,0.0,8.0,102.161,1.1779999999999973,1.1665329807987457,1,0.0579999999999998,0.3950000000000031,0.4459999999999979,INTERMEDIATE,100.03233333333333,0.2174857142857139,18.25320197044335,30.026108374384236,59.748768472906406,1.4561576354679802,1,0,0.0,0,2022,10,2022_2025,1671.4111366576653,1651.6062596128036,1587.1767498021225,84.23438685554288,British Grand Prix,Balanced,driver_error,1,0,1,4.0,12.4,0.0,7.0,1.5021347194489263,22.2,0.0,6.6
ZHO,Alfa Romeo,9.0,19.0,Collision,0.0,0.0,9.0,102.719,1.73599999999999,1.7191012348613033,1,0.860000000000003,0.5770000000000053,0.2249999999999978,INTERMEDIATE,106.8525,1.0111666666666688,18.25320197044335,30.026108374384236,59.748768472906406,1.4561576354679802,1,0,0.0,0,2022,10,2022_2025,1398.1675214763445,1396.1891732151705,1496.745224374224,-98.57770289787959,British Grand Prix,Balanced,driver_error,1,0,1,16.2,0.8,0.0,15.2,3.433019528230857,5.2,0.3,12.6
ALB,Williams,16.0,20.0,Collision,0.0,0.0,16.0,102.078,1.0949999999999989,1.0843409286711614,0,0.9700000000000024,1.227000000000004,0.7519999999999989,INTERMEDIATE,108.12666666666668,-0.4620000000000018,18.25320197044335,30.026108374384236,59.748768472906406,1.4561576354679802,1,0,0.0,0,2022,10,2022_2025,1529.3168800391118,1507.6645857068588,1401.0529380319817,128.26394200713003,British Grand Prix,Balanced,driver_error,1,0,1,14.0,0.4,0.0,16.4,3.9483648521583645,0.4,0.1,17.7
LEC,Ferrari,2.0,1.0,Finished,25.0,71.0,2.0,65.013,0.0290000000000105,0.0446263695679099,1,0.0929999999999999,0.0290000000000034,0.0,SOFT,70.13283333333334,0.0312456140350882,20.25592105263158,30.74671052631579,35.13815789473684,1.2552631578947369,0,1,0.0,1,2022,11,2022_2025,1588.2227894085809,1601.5936028319134,1530.608363961272,57.614425447308804,Austrian Grand Prix,Power,none,0,0,0,10.4,6.8,0.0,4.2,2.942864973026533,21.6,0.3,3.4
VER,Red Bull Racing,1.0,2.0,Finished,19.0,71.0,1.0,64.984,0.0,0.0,1,0.0230000000000032,0.0680000000000013,0.0019999999999988,SOFT,69.42436363636365,0.1169727272727292,20.25592105263158,30.74671052631579,35.13815789473684,1.2552631578947369,0,1,0.0,1,2022,11,2022_2025,1724.461007548144,1732.8071068282966,1543.493318289384,180.96768925875995,Austrian Grand Prix,Power,none,0,0,0,2.6,19.2,0.0,2.4,0.24602087866291972,35.4,0.1,3.9
HAM,Mercedes,8.0,3.0,Finished,15.0,71.0,9.0,73.151,8.167000000000002,12.567708974516808,1,0.0470000000000006,0.3220000000000027,0.2149999999999998,SOFT,74.66288888888889,2.720533333333327,20.25592105263158,30.74671052631579,35.13815789473684,1.2552631578947369,0,1,1.0,1,2022,11,2022_2025,1606.9816268469842,1615.425440649828,1651.6062596128036,-44.62463276581934,Austrian Grand Prix,Power,none,0,0,0,4.6,11.4,0.0,6.0,1.4261618591624718,21.8,0.0,6.1
RUS,Mercedes,4.0,4.0,Finished,12.0,71.0,4.0,65.431,0.4470000000000027,0.6878616274775371,1,0.0950000000000024,0.3080000000000034,0.1369999999999969,SOFT,70.89141666666667,0.0835769230769226,20.25592105263158,30.74671052631579,35.13815789473684,1.2552631578947369,0,1,0.0,0,2022,11,2022_2025,1651.6062596128036,1643.1624458099598,1606.9816268469842,44.62463276581934,Austrian Grand Prix,Power,none,0,0,0,6.6,10.4,0.2,6.2,1.4252922097930991,21.8,0.0,6.1
OCO,Alpine,6.0,5.0,Finished,10.0,71.0,5.0,65.726,0.7420000000000044,1.141819524806113,1,0.2090000000000031,0.2970000000000006,0.3289999999999971,SOFT,69.76472727272728,0.1025545454545455,20.25592105263158,30.74671052631579,35.13815789473684,1.2552631578947369,0,1,-1.0,0,2022,11,2022_2025,1469.614798483721,1486.5333181836993,1489.5821545872602,-19.96735610353926,Austrian Grand Prix,Power,none,0,0,0,10.0,3.0,0.0,11.4,2.7687493132482146,8.2,0.1,10.0
MSC,Haas F1 Team,9.0,6.0,+1 Lap,8.0,70.0,7.0,66.011,1.027000000000001,1.5803890188354073,1,0.2310000000000016,0.2000000000000028,0.6890000000000001,SOFT,70.74563636363638,-0.0904818181818169,20.25592105263158,30.74671052631579,35.13815789473684,1.2552631578947369,0,1,-2.0,0,2022,11,2022_2025,1566.6015255581622,1572.2353683838733,1549.9519004934891,16.649625064673046,Austrian Grand Prix,Power,none,0,0,0,14.8,0.8,0.2,14.0,2.6077054486151,1.0,0.3,12.9
NOR,McLaren,10.0,7.0,+1 Lap,6.0,70.0,15.0,85.847,20.863,32.10482580327466,0,0.3130000000000024,0.4890000000000007,0.6369999999999969,SOFT,69.85735714285714,0.0681912087912057,20.25592105263158,30.74671052631579,35.13815789473684,1.2552631578947369,0,1,5.0,0,2022,11,2022_2025,1588.5690548975015,1600.0820818681007,1488.4537454367073,100.11530946079415,Austrian Grand Prix,Power,none,0,0,0,8.8,4.6,0.0,9.4,4.330757760033855,5.4,0.0,10.5
MAG,Haas F1 Team,7.0,8.0,+1 Lap,4.0,70.0,6.0,65.879,0.8950000000000102,1.3772620952850092,1,0.282,0.2420000000000008,0.4639999999999986,SOFT,70.54971428571429,0.0725670329670302,20.25592105263158,30.74671052631579,35.13815789473684,1.2552631578947369,0,1,-1.0,0,2022,11,2022_2025,1549.9519004934891,1544.318057667778,1566.6015255581622,-16.649625064673046,Austrian Grand Prix,Power,none,0,0,0,16.2,0.2,0.0,11.8,1.9591364075473578,1.0,0.3,12.9
RIC,McLaren,11.0,9.0,+1 Lap,2.0,70.0,16.0,66.613,1.6290000000000049,2.506770897451688,0,0.3550000000000004,0.6620000000000026,0.7049999999999983,SOFT,71.42376923076924,0.1480109890109906,20.25592105263158,30.74671052631579,35.13815789473684,1.2552631578947369,0,1,5.0,0,2022,11,2022_2025,1488.4537454367073,1476.9407184661081,1588.5690548975015,-100.11530946079415,Austrian Grand Prix,Power,none,0,0,0,11.4,0.8,0.0,11.6,2.54546535550016,5.4,0.0,10.5
ALO,Alpine,19.0,10.0,+1 Lap,1.0,70.0,8.0,66.103,1.1189999999999998,1.7219623291887234,1,0.2490000000000023,0.3520000000000003,0.5239999999999974,SOFT,70.86354545454546,-0.0502272727272717,20.25592105263158,30.74671052631579,35.13815789473684,1.2552631578947369,0,1,-11.0,0,2022,11,2022_2025,1489.5821545872602,1472.663634887282,1469.614798483721,19.96735610353926,Austrian Grand Prix,Power,none,0,0,0,7.4,5.2,0.0,8.6,1.5674122320763737,8.2,0.1,10.0
BOT,Alfa Romeo,0.0,11.0,+1 Lap,0.0,70.0,12.0,66.319,1.335000000000008,2.054351840453047,0,0.4270000000000031,0.4880000000000031,0.5129999999999981,SOFT,71.89408333333333,-0.0033601398601399,20.25592105263158,30.74671052631579,35.13815789473684,1.2552631578947369,0,1,12.0,0,2022,11,2022_2025,1498.723572635398,1510.134159297217,1396.1891732151705,102.5343994202276,Austrian Grand Prix,Power,none,0,0,0,10.0,3.2,0.0,11.4,3.249987066414312,4.0,0.3,12.5
ALB,Williams,15.0,12.0,+1 Lap,0.0,70.0,11.0,66.23,1.246000000000009,1.9173950510895132,0,0.2140000000000022,0.4930000000000021,0.6319999999999979,SOFT,70.04113333333333,0.0217250000000034,20.25592105263158,30.74671052631579,35.13815789473684,1.2552631578947369,0,1,-4.0,0,2022,11,2022_2025,1507.6645857068588,1519.8282264016034,1422.7052323642347,84.95935334262413,Austrian Grand Prix,Power,none,0,0,0,16.2,0.0,0.2,16.0,3.6089016716148365,0.0,0.1,16.6
STR,Aston Martin,12.0,13.0,+1 Lap,0.0,70.0,17.0,66.847,1.8629999999999995,2.866859534654684,0,0.6000000000000014,0.6490000000000009,0.7069999999999972,SOFT,72.43941176470588,0.635299019607844,20.25592105263158,30.74671052631579,35.13815789473684,1.2552631578947369,0,1,5.0,0,2022,11,2022_2025,1406.1345466326266,1426.5824936179927,1505.330761515824,-99.1962148831974,Austrian Grand Prix,Power,none,0,0,0,13.2,0.2,0.0,18.6,6.100295746920204,2.4,0.1,16.2
ZHO,Alfa Romeo,13.0,14.0,+1 Lap,0.0,70.0,18.0,66.901,1.9170000000000016,2.9499569124707645,0,0.4610000000000021,0.740000000000002,0.8089999999999975,SOFT,70.29261904761906,0.0576675324675338,20.25592105263158,30.74671052631579,35.13815789473684,1.2552631578947369,0,1,5.0,0,2022,11,2022_2025,1396.1891732151705,1384.7785865533517,1498.723572635398,-102.5343994202276,Austrian Grand Prix,Power,none,0,0,0,16.0,0.8,0.2,13.6,3.2759163101821733,4.0,0.3,12.5
GAS,AlphaTauri,14.0,15.0,+1 Lap,0.0,70.0,10.0,66.16,1.176000000000002,1.8096762279945864,0,0.3080000000000034,0.5450000000000017,0.4159999999999968,SOFT,70.15031250000001,-0.0304867647058825,20.25592105263158,30.74671052631579,35.13815789473684,1.2552631578947369,0,1,-4.0,0,2022,11,2022_2025,1558.89300822603,1569.9197776636497,1447.206193310824,111.68681491520601,Austrian Grand Prix,Power,none,0,0,0,11.8,2.0,0.2,12.8,5.253390079949044,2.2,0.0,12.9
TSU,AlphaTauri,16.0,16.0,+1 Lap,0.0,70.0,14.0,66.851,1.8670000000000044,2.873014895974401,0,0.2750000000000021,0.7480000000000011,0.5489999999999995,SOFT,71.1995,-0.0710323529411778,20.25592105263158,30.74671052631579,35.13815789473684,1.2552631578947369,0,1,-2.0,0,2022,11,2022_2025,1447.206193310824,1436.179423873204,1558.89300822603,-111.68681491520601,Austrian Grand Prix,Power,none,0,0,0,14.4,0.2,0.2,13.0,5.62986912888519,2.2,0.0,12.9
VET,Aston Martin,18.0,17.0,+1 Lap,0.0,70.0,20.0,67.083,2.099000000000004,3.2300258525175485,0,0.4830000000000005,0.6320000000000014,0.6459999999999972,SOFT,71.1323125,0.0161161764705869,20.25592105263158,30.74671052631579,35.13815789473684,1.2552631578947369,0,1,2.0,0,2022,11,2022_2025,1505.330761515824,1484.8828145304578,1406.1345466326266,99.1962148831974,Austrian Grand Prix,Power,none,0,0,0,9.6,2.2,0.0,13.8,4.865255140398674,2.4,0.1,16.2
SAI,Ferrari,3.0,18.0,Power Unit,0.0,56.0,3.0,65.066,0.0820000000000078,0.1261849070540561,1,0.064,0.0,0.1109999999999971,SOFT,69.55790909090909,0.1532272727272753,20.25592105263158,30.74671052631579,35.13815789473684,1.2552631578947369,0,1,0.0,0,2022,11,2022_2025,1530.608363961272,1517.2375505379396,1588.2227894085809,-57.614425447308804,Austrian Grand Prix,Power,mechanical,0,1,1,5.8,14.8,0.0,2.6,0.4545434593604141,21.6,0.3,3.4
LAT,Williams,17.0,19.0,Undertray,0.0,48.0,19.0,67.003,2.019000000000005,3.106918626123362,0,0.2020000000000017,1.025000000000002,0.884999999999998,SOFT,70.99566666666666,0.1170678571428576,20.25592105263158,30.74671052631579,35.13815789473684,1.2552631578947369,0,1,2.0,0,2022,11,2022_2025,1422.7052323642347,1410.5415916694901,1507.6645857068588,-84.95935334262413,Austrian Grand Prix,Power,mechanical,0,1,1,14.8,0.0,0.0,17.2,10.355081867637924,0.0,0.1,16.6
PER,Red Bull Racing,5.0,20.0,Collision damage,0.0,24.0,13.0,66.458,1.4740000000000038,2.2682506463129446,0,0.0,0.2220000000000013,0.2909999999999968,SOFT,69.97381818181817,0.0665,20.25592105263158,30.74671052631579,35.13815789473684,1.2552631578947369,0,1,8.0,0,2022,11,2022_2025,1543.493318289384,1535.1472190092313,1724.461007548144,-180.96768925875995,Austrian Grand Prix,Power,driver_error,1,0,1,5.4,16.2,0.0,5.4,3.3318152311747413,35.4,0.1,3.9
VER,Red Bull Racing,2.0,1.0,Finished,25.0,53.0,2.0,91.176,0.304000000000002,0.3345364908882846,1,0.1610000000000013,0.0,0.2249999999999943,SOFT,107.5635,7.461285714285702,30.164843750000003,54.46171875,47.734375,1.94609375,0,0,0.0,1,2022,12,2022_2025,1732.8071068282966,1740.5741631363717,1535.1472190092313,197.65988781906526,French Grand Prix,Balanced,none,0,0,0,2.8,18.0,0.0,2.2,0.1639891326311754,30.4,0.1,4.6
HAM,Mercedes,4.0,2.0,Finished,18.0,53.0,4.0,91.765,0.8930000000000007,0.9827009419843304,1,0.0259999999999998,0.3460000000000001,0.6029999999999944,SOFT,,,30.164843750000003,54.46171875,47.734375,1.94609375,0,0,0.0,1,2022,12,2022_2025,1615.425440649828,1632.7000701878312,1643.1624458099598,-27.73700516013173,French Grand Prix,Balanced,none,0,0,0,4.2,12.4,0.0,6.6,3.7461798445420236,22.2,0.0,6.4
RUS,Mercedes,6.0,3.0,Finished,15.0,53.0,6.0,92.131,1.2590000000000003,1.385465269830091,1,0.2659999999999982,0.3460000000000001,0.7289999999999992,SOFT,,,30.164843750000003,54.46171875,47.734375,1.94609375,0,0,0.0,1,2022,12,2022_2025,1643.1624458099598,1625.8878162719566,1615.425440649828,27.73700516013173,French Grand Prix,Balanced,none,0,0,0,6.8,9.8,0.2,6.2,1.399562947987019,22.2,0.0,6.4
